"Domain","Process LEVEL 1 SEPT 2022","Process LEVEL 2 SEPT 2022","Process","Cost Type","RST Applicability","Process Description","Owner Grouping. (level comex-1)","SBU - Activity Name","Organizational Unit ID","OWNER  - SEPT 2022","FUNCTION","Status","Volume Name","Volume Description","HIVE Project","Customer HO / Agency","Transactional process","HO department in Charge","CARRIERS","Volume Source","Source link","Vol_Include","Business Process Owner","Process completed","Attachments","Owner","Main","Created By","Process Active From","Process Active to","Content Type","Modified","Created","Modified By","ID","Remarks"
"Legal","Shipping and Air Freight Legal","Maritime Claims","Governance and Audit","Delivery","Yes"," we are bifurcating (Data Quality; Learning Dashboard & Reporting) into Business Analytics, Governance and Audit & CLAP.","Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201766","Legal","Legal","Active","Number of Audits","Number of Audits","Maritime Claims","Head Office","Yes","HO Legal Dept","SHIPPING","​Manual excel file",,"Y","Logistics & Operations","True","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/17/2025 11:41 PM","AHMED SHARIFF Mohammed","1565","Legal Domain - Newly Created"
"Legal","Shipping and Air Freight Legal","Maritime Claims","CLAP","Delivery","Yes",".","Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201766","Legal","Legal","Active","Number of Trainings","Number of Trainings","Maritime Claims","Head Office","Yes","HO Legal Dept","SHIPPING","​Manual excel file",,"Y","Logistics & Operations","True","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/17/2025 11:41 PM","AHMED SHARIFF Mohammed","1566","Legal Domain - Newly Created"
"Legal","Legal Logistics","Logistics Claims","Air and Ocean Claims","Delivery","Yes","This process ensures a structured approach of handling intent to claims , Operational claims and identification of quantified claims that may be received from the claimants, customers and Agents for Air & Ocean claims.
The process outlines identification of liable party and notification to insurers, to perform analysis on damage and identify the liable parties & perform recovery of costs related to cargo claims by protecting the interest of the company.","Legal","GBS - Legal Logistics Delivery","OGU_201769","Cross Product","Legal","Active","No of Claims","Per nb of notifications",,"Head Office","Yes","HO Legal Dept","LOGISTICS","<br></div><span>RISKONNECT tool<br></span><span></span>",,"Y","De La Rochebrochard, Gaultier","False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/18/2025 1:54 AM","AHMED SHARIFF Mohammed","1567","Legal Domain - Newly Created"
"Legal","Container Fleet Management","Equipment Recovery","Container Damage Recovery","Delivery","Yes",,"Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201908","INDUSTRIAL ASSETS","Equipment Mgt","Active"," Number of Notification","RC file Creation in iRecovery after reviewing M&R estimate/Approval . Notification and follow up to ensure recovery from liabale party",,"Head Office",,"HO Logistics Dept","SHIPPING",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/18/2025 2:01 AM","AHMED SHARIFF Mohammed","1568","Legal Domain - Newly Created"
"Legal","Shipping and Air Freight Legal","Air Freight Claims","Air Quantified Claims","Delivery","Yes",,"Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201767","Air Freight","Air Freight - Legal","Active","Per nb of notifications","Manage quantified claims pertaining to air cargo and settle claims where our liability is identified.",,"Head Office","Yes","HO Legal Dept","SHIPPING","
​​Manual excel file
",,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/18/2025 2:04 AM","AHMED SHARIFF Mohammed","1569","Legal Domain - Newly Created"
"Legal","Legal documentation","HO Documentation Legal Support","Lost BL","Delivery","Yes","GBSI receives Lost B/L request via ZEN Desk ticketing. All required valid documents to be collected from the agencies and submitted to HO for approval. Post approval agents proceeds cargo release (Delivery without OBL / Issuing a fresh set of OBL).","Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201909","Legal","Legal","Active","Per nb of tickets assigned from Zendesk",,"HO Documentation","Head Office",,"HO Documentation Dept","SHIPPING",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/18/2025 2:06 AM","AHMED SHARIFF Mohammed","1570","Legal Domain - Newly Created"
"Legal","Shipping and Air Freight Legal","Maritime Claims","Preclaims","Delivery","Yes",,"Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201766","Legal","Legal","Active","No of Claims","Per nb of notifications","Maritime Claims","Head Office",,"HO Legal Dept","SHIPPING",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/18/2025 2:12 AM","AHMED SHARIFF Mohammed","1571","Legal Domain - Newly Created"
"Legal","Legal","Legal Support","Project Nova - Legal","Delivery","Yes","Deploying NOVA for claims for serenity it’s under UAT phase and soon would be in production. 
After serenity it would be designed and for elite claims and then general claims and other legal processes to follow. 
The resource would be needed to do all the BDA activities. ","Legal","GBS - Legal Logistics Delivery","OGU_201770","Legal","Legal","Active",,,"Customer Service","Head Office","No","HO Legal Dept","SHIPPING",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/18/2025 3:08 AM","AHMED SHARIFF Mohammed","1572","New Ref - Created, Nova project getting implemented in Legal One person moved from Customer care Nova team to legal team"
"Shipping Ops, Log & Interm","Lines operations","Operations Assistance","Project Dataways Testing - OPS","Delivery","Yes","The request is from HO for Dataways Testing, the support would include participating in testing, reporting defects, drafting user stories for the backlog, and other related tasks. ","Business - Operations","GBS - Intermodal and Operations Shipping Delivery","OGU_201713","Business","Lines Operations","Active","per FTE","per FTE","Operations assistant","Head Office","No","HO GEN Customer Care Dept","SHIPPING",,,"N",,"False","0","LINES OPERATIONS","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","7/22/2025 3:13 AM","AHMED SHARIFF Mohammed","1573","Dataway Project - Initiated for Ops team"
"Shipping Ops, Log & Interm","Container Fleet Management","Equipment Management","Project - Reefer","Delivery","Yes","Identify containers eligible for compressor replacement / replacement not yet performed (based on records provided by Thermoking daily / weekly, tbc)
Inform correct stakeholders in agency
Populate next steps / instructions for each container in an Excel master file
Follow up and alert on status changes","Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201699","Industrial Assets","Equipment Mgt","Active","Tracking of reefer containers","Identify containers eligible for compressor replacement / replacement not yet performed (based on records provided by Thermoking daily / weekly, tbc)
Inform correct stakeholders in agency
Populate next steps / instructions for each container in an Excel master file
Follow up and alert on status changes","Operations assistant","Head Office","No","HO Lines Operations Dept","SHIPPING",,,"Y",,"False","0","LINES OPERATIONS","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","7/22/2025 3:20 AM","AHMED SHARIFF Mohammed","1574","Tentative Period :  Q3 2025 (Aug 2025 to Oct 31st 2025)"
"Legal","Shipping and Air Freight Legal","NONE","None (Legal)","Delivery","Yes",,"0","0","0","Legal","Legal","Active",,,,"NA",,,"SHIPPING",,,"Y",,"False","0","LEGAL","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:59 AM","7/23/2025 12:15 AM","AHMED SHARIFF Mohammed","1575",
"Legal","Legal Logistics","Legal Compliance","Global Trade Compliance","Delivery","Yes","Ceva Compliance Team will be responsible for flagging/Screening the customers/Vendors who are restricted to perform business / Trade with the group.","Legal","GBS - Legal Logistics Delivery","OGU_201902","Cross Product","Legal","Active","Number of Notifications","Number of Notifications",,"Head Office","No","HO Legal Dept","LOGISTICS",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:00 AM","7/30/2025 3:37 AM","AHMED SHARIFF Mohammed","1582","New Ref Created "
"Shipping Ops, Log & Interm","Container Fleet Management","Equipment Management","Chassis Invoice review and Validation","Delivery","Yes","Chassis invoicing & validation- We go through the chassis usage invoices shared by the agency team. Chassis are the wheeled frames used to move containers. Our job is to check whether the charges from truckers are valid. If we find incorrect or unauthorized usage, we either raise a dispute or claim back the costs from the truckers.","Ind. Assets - Container Fleet Management","GBS - Container Fleet Management Shipping Delivery","OGU_201699","Industrial Assets","Equipment Mgt","Active","Number of Invoice","Number of Invoice",,"Agency","No","HO Logistics Dept","SHIPPING",,,"Y",,"False","0","BHARTI Abhay","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","8/4/2025 12:04 AM","AHMED SHARIFF Mohammed","1584","New Ref Created"
"Commercial & Add Value Activities","Talent Pool (Commercial)","Talent Pool (Commercial)","Talent Pool (Commercial)","Talent Pool","Yes",,"0","0","0","Business","Line Management","Active","Per FTE",,,"Head Office","No","GBS HO","ALL BUs",,,"N",,"False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:56 AM","8/8/2025 7:46 AM","AHMED SHARIFF Mohammed","1585",
"Shipping Ops, Log & Interm","Transverse Cargo Operation","Operations process improvement","Cargo Operations Process Excellence","Global Support Function","Yes","Ensure KPI/SLA are reported and met, process are well define, documented and aligned. CI / automation and process change under this scope.","0","0","0","Business","Lines Operations","Active",,,,"SSC",,,"ALL BUs",,,"N","NA - GBS","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","8/12/2025 4:36 AM","AHMED SHARIFF Mohammed","1587",
"Shipping Ops, Log & Interm","Lines operations","Vessel Fleet Management","Fleet Maintenance Support","Delivery","Yes","This Team is responsible to Ensure that the Fleet Deployment is correctly updated for all the Group vessel in the system. (eg. POL, ETB, ETD (TERMINAL)","Business - Operations","GBS - Intermodal and Operations Shipping Delivery","OGU_201904","Business","Lines Operations","Active","Per FTE","Vessel updation count",,"Head Office","No","GBS HO","SHIPPING","Vessel updation count",,"N",,"False","0","BHARTI Abhay","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","8/20/2025 2:35 AM","AHMED SHARIFF Mohammed","1590",
"Ceva Logistics","Finished Vehicle Logistics","Finished Vehicle Logistics Booking Creation","Finished Vehicle Logistics Booking Creation","Delivery","Yes","1) Receive booking from Suppliers and Create Job in OFS  
2)Booking with carrier or Agent as per customer request voy.
3)Release booking confirmation & VGM &  ISF notification template  to Customer including cut off times","Finished Vehicle Logistics","GBS - Finished Vehicle Logistics Delivery","OGU_201905","Finished Vehicle Logistics","Operations","Active","No of shipment processed","No of shipment processed",,"Agency","No","FVL","LOGISTICS","<br></div>No of shipment processed",,"Y",,"False","0","Sun, Mallon","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","8/20/2025 5:10 AM","AHMED SHARIFF Mohammed","1591",
"Ceva Logistics","Finished Vehicle Logistics","Finished Vehicle Logistics Export Documentation","Finished Vehicle Logistics Export Documentation","Delivery","Yes","1) Provide MBL instruction/VGM to carrier or booking agency and Update OFS system
2)Release MBL to Supplier as per CT request
3)Move-ecar system Update","Finished Vehicle Logistics","GBS - Finished Vehicle Logistics Delivery","OGU_201906","Finished Vehicle Logistics","Operations","Active","No of shipment processed","No of shipment processed",,"Agency","No","FVL","LOGISTICS","<br></div>No of shipment processed",,"Y",,"False","0","Sun, Mallon","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","8/20/2025 5:20 AM","AHMED SHARIFF Mohammed","1592",
"Ceva Logistics","Ocean Freight","Ocean Export","Ocean export Customer Service","Delivery","Yes","Communicate with the supplier/customers to receive s and arrange the bookings","Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201733","Air & Ocean","Customer Care","Active","No. of Shipment processed","No. of Shipment processed",,"Agency","No","Ocean Freight","LOGISTICS","<br></div><span style=""font-family&#58;Regular, &quot;Helvetica Neue&quot;, Helvetica, Verdana, Arial, sans-serif;font-size&#58;12px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">No of shipment processed</span>",,"Y",,"False","0","Sun, Mallon","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","8/20/2025 5:33 AM","AHMED SHARIFF Mohammed","1593",
"Ceva Logistics","Ocean Freight","Ocean Export","Ocean PO Management - Export","Delivery","Yes","Monitor any POs that are close to the booking submission timeline but for which the supplier has not yet submitted.
Verify that the shipping order is submitted correctly and on time","Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201733","Air & Ocean","Operations","Active","No. of PO processed","Monitor any POs that are close to the booking submission timeline but for which the supplier has not yet submitted.
Verify that the shipping order is submitted correctly and on time",,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","9/1/2025 10:35 PM","AHMED SHARIFF Mohammed","1596",
"Legal","Legal Shipping","Legal Compliance","Economic Sanctions","Delivery","Yes","GBSI ECO Sanction team validates the compliance booking form request received from Bookings team for Sanctioned countries.","Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201989","Business","Legal","Active","Per nb of booking requests","Nb of request received in Outlook and No. of BLs actioned against the report","HO Documentation","Head Office",,"HO Risk, compliance audit and inspection Dept","SHIPPING","
Excel Tracker",,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:00 AM","9/23/2025 10:40 PM","AHMED SHARIFF Mohammed","1600",
"Legal","Legal Shipping","Legal Compliance","Yemen Compliance process","Delivery","Yes","GBSI ECO Sanction team validates the compliance booking form request received from Bookings team for Yemen Export & Imports.","Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201989","Business","Legal","Active","Per Request","Number of Notifications","HO Documentation","Head Office",,"HO Documentation Dept","SHIPPING","<div>No of emails</div>",,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:00 AM","9/23/2025 10:40 PM","AHMED SHARIFF Mohammed","1601",
"Legal","Legal Shipping","Legal Compliance","Defense Cargo Compliance Checks","Delivery","Yes","The daily report extracted from the Qlik Sense portal, which contains details about commodities and entities involved in military activities. Based on this report, it is essential for the GBSI team to request a filled Defence Cargo Form (DCF) from the customer. Once receive the response, the GBSI Defence Cargo Compliance team will segregate the commodity or booking as either Low Sensitive or Sensitive.","Legal","GBS - Legal Shipping and Air Freight Delivery","OGU_201989","Business","Legal","Active","Number of Notifications","No. of Booking extracted from Qliksense on daily basis","HO Documentation","Head Office",,"HO Documentation Dept","SHIPPING","
Excel Tracker",,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:00 AM","9/23/2025 10:40 PM","AHMED SHARIFF Mohammed","1602",
"Finance","Record to report","Other Record to Report","Web Banking Admin Access Control","Delivery","Yes","As part of the new process in the Web banking Admin Access management- the team will maintain the master database of all bank Accounts of Agencies with the details of web banking access with details of users /type of access /Approval authority and other details. Initial KT will be done by Agency to document the As IS process used to obtain new access in Bank/modification and deletion of access. Any further change in access will be monitored by this team and based on each request team will support for access management.","Finance","GBS - Finance Logistics Delivery","OGU_201659","Finance","3. Accounting","Active","NA","As part of the new process in the Web banking Admin Access management- the team will maintain the master database of all bank Accounts of Agencies with the details of web banking access with details of users /type of access /Approval authority and other details. Initial KT will be done by Agency to document the As IS process used to obtain new access in Bank/modification and deletion of access. Any further change in access will be monitored by this team and based on each request team will support for access management.","Accounting","Head Office or Regional Office","No","NA","SHIPPING",,,"N",,"False","0","Finance & performance","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:40 AM","9/30/2025 11:27 PM","AHMED SHARIFF Mohammed","1604",
"Shipping Ops, Log & Interm","Talent Pool (Data Management)","Talent Pool (Data Management)","Talent Pool (Data Management)","Talent Pool","Yes",,,,,"Business","Customer Care","Active","Per FTE",,,"Head Office","No","GBS HO","ALL BUs",,,"N",,"False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","10/22/2025 11:22 PM","AHMED SHARIFF Mohammed","1607",
"Finance","Transverse Finance","Finance Internal Control","Finance Internal Control Compliance","Delivery","Yes",,"Finance","GBS - Finance Shipping Delivery","OGU_201638","Finance","3. Accounting","Active",,"Finance Internal Control is a key function within the Internal Control at CMA CGM. It operates in close partnership with the Group Internal Control and Compliance Department to reinforce the financial control environment and ensure consistent compliance with applicable regulations across all controlled subsidiaries. This function plays a critical role in safeguarding financial integrity, promoting operational efficiency, and supporting the Group’s governance framework","Finance support","HO / RO / Agency","No",,"SHIPPING",,,"N",,"False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:40 AM","10/29/2025 6:42 AM","AHMED SHARIFF Mohammed","1611",
"Ceva Logistics","Air and Ocean","Air & Ocean Import / Export","Air & Ocean Data Admin","Delivery","Yes","Task includes managing of Import Mailbox & allocating emails, manage documents for identified customer and upload on customer portal","Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201910","Air & Ocean","Operations","Active","No of Emails, Managing customer Documentation",,,"Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","10/30/2025 1:40 AM","AHMED SHARIFF Mohammed","1612",
"Ceva Logistics","Air and Ocean","Air & Ocean Import / Export","Air & Ocean Export Documentation","Delivery","Yes","Germany : 
Main process: Aerospace support (track & trace, proactive notice, customs compliance)- Air & Ocean Export Documentation 
Process level 5:

•Daily check of departure and arrivals for the past 2 weeks. Done for 3 different branches (Frankfurt,Hamburg and Munich)
•Checking and custom clearing MRN numbers in SCOPE.
•Gathering problematic data from Tableau and sending it for further action
•Gathering missing MRNs from Check task and forwarding further for action
•To action Alexander's (contact from DE office) requests for CW1 update

France - No of booking will be created from station based on the requirements from customer via (commercial Invoice, packing List )","Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201910","Air & Ocean","Operations","Active","Germany: Will be Number of Reports,     France: Will be Number of Bookings",,,"Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","11/2/2025 11:40 PM","AHMED SHARIFF Mohammed","1618",
"Ceva Logistics","Air and Ocean","Air & Ocean Import / Export","Air & Ocean Transport Order","Delivery","Yes","Main process: AEB creation (transport order management in external Customer system)- Air & Ocean Transport Order
Process level 5:
•Creation of transport requests for Airbus helicopter suppliers
•Report weekly statistics of AEB requests to MRS colleagues","Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201910","Air & Ocean","Operations","Active","Number of Transport Request ,     No. of Transport Booking created",,,"Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","11/2/2025 11:40 PM","AHMED SHARIFF Mohammed","1619",
"Ceva Logistics","Air and Ocean","Air and Ocean Rate Support","Air & Ocean Prebilling","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201864","Air & Ocean","Operations","Active","populating the customer rates in the shipments for Air & Ocean	
","Task includes checking for mandatory requirement prior to billing activity and populating the customer rates in the shipments for Air & Ocean		
",,"Agency","No","Air & Ocean","LOGISTICS",,,"Y",,"False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","11/28/2025 5:18 AM","AHMED SHARIFF Mohammed","1625",
"Ceva Logistics","Air and Ocean","Operations Control","Air & Ocean Control tower","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201744","Air & Ocean","Operations","Active","No of shipments closed","This is a control tower setup where the team provides backoffice support to onshore customer specific Control tower team		
",,"Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","11/28/2025 5:22 AM","AHMED SHARIFF Mohammed","1626",
"Ceva Logistics","Digital","Data Business Services","Air & Ocean Business data analytics","Delivery","Yes","The team does Traffic Analysis : analyze traffic usage : level of integration between systems from an IT perspective and level of expected automation and how to integrate EDI flows from both sides &  produce reports and dashboard on analysis","Business - Customer Care","GBS - Customer Care Logistics Delivery","OGU_201763","Air & Ocean","Operations","Active",,"The team does Traffic Analysis : analyze traffic usage : level of integration between systems from an IT perspective and level of expected automation and how to integrate EDI flows from both sides &  produce reports and dashboard on analysis",,"HO / Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","11/28/2025 5:24 AM","AHMED SHARIFF Mohammed","1627",
"Ceva Logistics","Air and Ocean","Compliance","Air & Ocean Data Quality","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201742","Air & Ocean","Operations","Active","No of Shipments","Task includes checking Air & Ocean shipments for quality of data & milestones and enriching wherever required",,"Agency","No","Air & Ocean","LOGISTICS",,,"N","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:54 AM","11/28/2025 5:28 AM","AHMED SHARIFF Mohammed","1628",
"Legal","Corporate Functions - Business Law","Corporate","Proxy Product Owner","Delivery","Yes","Proxy Product Owner is to manage and enhance the Legisway platform, acting as the primary liaison between business users, internal IT teams, and the vendor. The role focuses on backlog management, functional administration, user support, testing, reporting, and continuous improvement to ensure the platform meets business needs.","Legal","GBS - Legal Group Corporate Functions Delivery","OGU_201984","Legal","Legal","Active",,,"Customer Service","Head Office","No","HO Legal Dept","SHIPPING",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:00 AM","12/4/2025 1:34 AM","AHMED SHARIFF Mohammed","1629","New Ref created for new project"
"Legal","Corporate Functions - Business Law","Corporate","Legal Documentation & database Management","Delivery","Yes","The Legal Assistant will be responsible for keeping the Group’s legal database (LEGISWAY) accurate, complete, and up to date for all group entities. This includes recording all corporate changes (new entities, changes of form, mergers, liquidations, changes of directors, share movements, capital changes), correctly renaming and filing all related documents, and helping maintain a harmonised folder structure and templates. The role also involves running regular quality checks, identifying and correcting missing or outdated information in coordination with local subsidiaries and the HO Corporate Legal team, and supporting audits and internal reporting.","Legal","GBS - Legal Group Corporate Functions Delivery","OGU_201984","Legal","Legal","Active",,,"Customer Service","Head Office","No","HO Legal Dept","SHIPPING",,,"Y",,"False","0","Prathamesh Avhad","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:00 AM","12/4/2025 1:37 AM","AHMED SHARIFF Mohammed","1630","New Ref created for new project"
"Ceva Logistics","Air and Ocean","Compliance","Air and Ocean FHS compliance","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201742","Air & Ocean","Operations","Active","No of Shipments","This task includes compliance check of documents for Airbus FHS process where spare parts are transported		",,"Agency","No","Air & Ocean
","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:55 AM","12/25/2025 10:41 PM","AHMED SHARIFF Mohammed","1631",
"Ceva Logistics","Air and Ocean","Compliance","Air and Ocean 4PL control tower","Delivery","Yes",,"Air and Ocean","GBS - Air and Ocean Logistics Delivery","OGU_201742","Air & Ocean","Operations","Active","No of Shipments","This task includes compliance checks on milestones & control tower activities for Airbus 4PL activities in France",,"Agency","No","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:55 AM","12/25/2025 10:45 PM","AHMED SHARIFF Mohammed","1632",
"Shipping Ops, Log & Interm","Intermodal","Transport Planning and Execution","Transport Order Creation","Delivery","Yes",,"Ind. Assets - Intermodal","GBS - Intermodal and Operations Shipping Delivery","OGU_201707","Industrial Assets","Intermodal","Active","Per nb of containers","We were having 2 different process level 3 for Tranport Order Creation and Planning. We are now merging both the process levels 3 into a single one called ""Transport Order Creation"".

Export Transport Order - 1) Transport Order creation for Rail - General and  cross border shipments -  APL  2)Fondomonte Train Coordination & Rail Transport order creation for APL and CMA. Vendor selection is based on cost optimisation .

Import Transport Order - 1) Prepare Manifest :Once reconciliation mail is received from Import CS team, team will start preparing manifest.Will route the containers in LARA. After updating routing team will confirm the routing to GBS Import Team 2)TO Creation and Dispatch:- Transport Order creation for Rail and Barge- General(CMA) and  cross border shipments -  APL. 2 days prior to vessel arrival GBS team will start dispatching the containers in LARA. After Dispatching GBS team will check for waybill in Rail websites will dispatch 3) Track and Trace:- 1 Day after dispatching GBS team will check if the containers are moving or not. If there are any delays or hold then GBS team, ask Norfolk team to take over. Vendor selection is based on cost optimisation.","Rail Billing","Agency",,"HO Intermodal Dept","SHIPPING","<span style=""color&#58;black;"">​</span><span style=""color&#58;black;"">​Manual Excel file based on Email requests<p>
</p><p>Generic mail id&#58;&#160;<span style=""color&#58;rgb(36, 36, 36);font-family&#58;&quot;Segoe UI&quot;, system-ui, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, sans-serif;font-size&#58;14px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">ssc.exportbilling@cma-cgm.com</span></p></span>
","<span style=""color&#58;black;"">​<span style=""color&#58;rgb(36, 36, 36);font-family&#58;&quot;Segoe UI&quot;, system-ui, &quot;Apple Color Emoji&quot;, &quot;Segoe UI Emoji&quot;, sans-serif;font-size&#58;14px;background-color&#58;rgb(255, 255, 255);display&#58;inline !important;"">ssc.exportbilling@cma-cgm.com</span></span>
","Y",,"True","0","Logistics & Operations","False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 1:01 AM","1/14/2026 4:43 AM","AHMED SHARIFF Mohammed","1671",
"Ceva Logistics","Brokerage","Customs Brokerage","Air & Ocean Customs Brokerage Documentation - Automation","Delivery","Yes","This task is to train the bot based on diffent invoice types. The bot ingests mails, classifies documents, extracts data from headers and line items, generates a worksheet, which is then reviewed, corrected if necessary, and resent. ","Customs","GBS - Customs Logistics Delivery","OGU_201746","Air & Ocean","Operations","Active","LOGISTICS",,,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:55 AM","1/27/2026 2:20 AM","AHMED SHARIFF Mohammed","1677",
"Ceva Logistics","Brokerage","Customs Brokerage","Air & Ocean Customs Brokerage - Invoice Delivery","Delivery","Yes","Invoice Delivery - To share CEVA invoices along with the supporting documents like HBL, Parts Worksheet, Entry Summary, and Commercial Invoice.
Document Delivery - Reports are extracted from OFS for the corresponding customers, the disbursement rates are entered in the extracted reports based on the Ceva invoice from One scan, and the reports are sent to the customer via email.","Customs","GBS - Customs Logistics Delivery","OGU_201746","Air & Ocean","Operations","Active","LOGISTICS",,,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:55 AM","1/27/2026 2:20 AM","AHMED SHARIFF Mohammed","1678",
"Ceva Logistics","Brokerage","Customs Brokerage","Air & Ocean Customs Brokerage- Track and Trace","Delivery","Yes","To generate a report from Cargowise one, track & verify the actual vessel arrival, voyage, and discharge port on the respective carrier websites, and uploading the excel file into the shared drive.","Customs","GBS - Customs Logistics Delivery","OGU_201746","Air & Ocean","Operations","Active","LOGISTICS",,,"Agency","Yes","Air & Ocean","LOGISTICS",,,"Y","Air & Ocean","False","0",,"False","AHMED SHARIFF Mohammed",,,"Item","9/1/2026 12:55 AM","1/27/2026 2:21 AM","AHMED SHARIFF Mohammed","1679",
